state,district,commodity,variety,arrival_date,min_price,max_price,modal_price
assam,nalbari,maidaatta,maidaatta,24-07-19,2500,2600,2550
assam,nalbari,rice,common,24-07-19,2200,2800,2550
assam,nalbari,rice,fine,24-07-19,2800,3800,3300
assam,nalbari,rice,superfine,24-07-19,3800,6500,5150
assam,nalbari,wheatatta,wheatatta,24-07-19,2400,2500,2450
chandigarh,chandigarh,bottlegourd,other,24-07-19,1400,2200,1800
chandigarh,chandigarh,cauliflower,other,24-07-19,1500,2500,2000
chandigarh,chandigarh,cucumbar,other,24-07-19,1200,2500,1850
chandigarh,chandigarh,ginger,other,24-07-19,6000,12000,9000
chandigarh,chandigarh,greenchilli,other,24-07-19,1000,2000,1500
chandigarh,chandigarh,lemon,other,24-07-19,3000,4000,3500
chandigarh,chandigarh,mango,other,24-07-19,2000,6000,4000
chandigarh,chandigarh,mousambi,other,24-07-19,2000,6000,4000
chandigarh,chandigarh,onion,other,24-07-19,500,1700,1100
chandigarh,chandigarh,peaswet,other,24-07-19,2000,5000,3500
chandigarh,chandigarh,pomegranate,other,24-07-19,2000,7000,4500
chandigarh,chandigarh,potato,other,24-07-19,300,1400,850
chandigarh,chandigarh,tomato,other,24-07-19,2000,4000,3000
chattisgarh,balodabazar,paddy,paddy,24-07-19,1200,1400,1300
chattisgarh,balrampur,maize,local,24-07-19,1710,1710,1710
chattisgarh,balrampur,myrobolan,myrobolan,24-07-19,20,20,20
chattisgarh,balrampur,wheat,local,24-07-19,1840,1840,1840
chattisgarh,bilaspur,paddy,paddy,24-07-19,1300,1300,1300
chattisgarh,bilaspur,paddy,paddy,24-07-19,1550,1550,1550
chattisgarh,bilaspur,paddy,swarnamasuri,24-07-19,1500,1500,1500
chattisgarh,bilaspur,paddy,swarnamasuri,24-07-19,1300,1500,1500
chattisgarh,dantewada,mahua,other,24-07-19,1700,1800,1750
chattisgarh,dantewada,tamarindseed,tamarindseed,24-07-19,2200,2500,2250
chattisgarh,dhamtari,paddy,ir36,24-07-19,1300,1400,1350
chattisgarh,dhamtari,maize,medium,24-07-19,1700,1700,1700
chattisgarh,dhamtari,paddy,ir36,24-07-19,1300,1400,1350
chattisgarh,dhamtari,paddy,ir36,24-07-19,1300,1400,1350
chattisgarh,dhamtari,paddy,ir36,24-07-19,1300,1350,1300
chattisgarh,durg,apple,other,24-07-19,10000,15000,12500
chattisgarh,durg,bananagreen,other,24-07-19,1000,1200,1100
chattisgarh,durg,ladiesfinger,bhindi,24-07-19,1200,1600,1400
chattisgarh,durg,bittergourd,bittergourd,24-07-19,2700,3000,2800
chattisgarh,durg,bottlegourd,other,24-07-19,600,1000,800
chattisgarh,durg,cabbage,other,24-07-19,2900,3000,2950
chattisgarh,durg,capsicum,other,24-07-19,2000,3000,2500
chattisgarh,durg,cauliflower,other,24-07-19,3800,4000,3900
chattisgarh,durg,cucumbar,cucumbar,24-07-19,1500,1700,1600
chattisgarh,durg,onion,other,24-07-19,1300,1500,1400
chattisgarh,durg,potato,other,24-07-19,1300,1500,1400
chattisgarh,durg,tomato,local,24-07-19,3900,4100,4000
chattisgarh,janjgir,paddy,paddymedium,24-07-19,1470,1471,1470
chattisgarh,janjgir,paddy,paddy,24-07-19,1350,1350,1350
chattisgarh,janjgir,paddy,sona,24-07-19,1500,1500,1500
chattisgarh,janjgir,paddy,mtu1010,24-07-19,1500,1500,1500
chattisgarh,janjgir,paddy,paddy,24-07-19,1400,1450,1400
chattisgarh,kanker,paddy,1001,24-07-19,1300,1300,1300
chattisgarh,kanker,paddy,fine,24-07-19,1300,1300,1300
chattisgarh,kanker,paddy,other,24-07-19,1500,1510,1505
chattisgarh,kanker,paddy,fine,24-07-19,1300,1300,1300
chattisgarh,kanker,paddy,1001,24-07-19,1300,1300,1300
chattisgarh,kanker,paddy,other,24-07-19,1500,1510,1505
chattisgarh,kanker,paddy,other,24-07-19,1500,1510,1505
chattisgarh,kanker,paddy,fine,24-07-19,1300,1300,1300
chattisgarh,korba,mahua,other,24-07-19,2500,2500,2500
chattisgarh,raigarh,onion,other,24-07-19,1200,1500,1200
chattisgarh,raigarh,paddy,paddycoarse,24-07-19,1350,1350,1350
chattisgarh,raigarh,tomato,other,24-07-19,2000,2500,2000
chattisgarh,raipur,paddy,paddymedium,24-07-19,1400,1400,1400
chattisgarh,rajnandgaon,paddy,1001,24-07-19,1500,1770,1750
chattisgarh,rajnandgaon,banana,bananaripe,24-07-19,2200,2200,2200
chattisgarh,rajnandgaon,ladiesfinger,bhindi,24-07-19,1200,1200,1200
chattisgarh,rajnandgaon,brinjal,brinjal,24-07-19,800,800,800
chattisgarh,rajnandgaon,cabbage,cabbage,24-07-19,2000,2000,2000
chattisgarh,rajnandgaon,lemon,lemon,24-07-19,3000,3000,3000
chattisgarh,rajnandgaon,mango,badami,24-07-19,5000,5000,5000
chattisgarh,rajnandgaon,mousambi,mousambi,24-07-19,4000,4000,4000
chattisgarh,rajnandgaon,onion,onion,24-07-19,1800,1800,1800
chattisgarh,rajnandgaon,potato,potato,24-07-19,1200,1200,1200
chattisgarh,rajnandgaon,raddish,raddish,24-07-19,1800,1800,1800
chattisgarh,rajnandgaon,tomato,local,24-07-19,2500,2500,2500
chattisgarh,surajpur,groundnut,local,24-07-19,4900,4900,4900
chattisgarh,surajpur,paddy,ir36,24-07-19,1430,1430,1430
chattisgarh,surguja,paddy,fine,24-07-19,2800,2800,2800
chattisgarh,surguja,paddy,paddy,24-07-19,1420,1775,1775
goa,northgoa,arecanut,red,24-07-19,18500,18500,18500
goa,northgoa,arecanut,supari,24-07-19,21000,21000,21000
goa,northgoa,arecanut,white,24-07-19,19500,19500,19500
gujarat,ahmedabad,bananagreen,other,24-07-19,800,1300,1150
gujarat,ahmedabad,beetroot,other,24-07-19,2800,3500,3250
gujarat,ahmedabad,ladiesfinger,other,24-07-19,500,2000,1500
gujarat,ahmedabad,bittergourd,other,24-07-19,1000,2200,1700
gujarat,ahmedabad,bottlegourd,other,24-07-19,400,1200,900
gujarat,ahmedabad,brinjal,other,24-07-19,500,1600,1150
gujarat,ahmedabad,cabbage,other,24-07-19,2500,2800,2700
gujarat,ahmedabad,capsicum,capsicum,24-07-19,2500,3500,3100
gujarat,ahmedabad,carrot,other,24-07-19,1600,2200,1950
gujarat,ahmedabad,cauliflower,other,24-07-19,1500,2200,1950
gujarat,ahmedabad,colacasia,other,24-07-19,2200,2400,2300
gujarat,ahmedabad,cucumbar,other,24-07-19,800,7000,2650
gujarat,ahmedabad,drumstick,other,24-07-19,3000,5000,4250
gujarat,ahmedabad,elephantyam,other,24-07-19,2000,2400,2250
gujarat,ahmedabad,frenchbeans,other,24-07-19,3000,4000,3600
gujarat,ahmedabad,ginger,other,24-07-19,8500,9500,9100
gujarat,ahmedabad,greenchilli,other,24-07-19,1000,2500,1900
gujarat,ahmedabad,groundnutpods,other,24-07-19,7000,7500,7300
gujarat,ahmedabad,guar,other,24-07-19,1500,3500,2650
gujarat,ahmedabad,lemon,other,24-07-19,1000,4000,2750
gujarat,ahmedabad,mango,other,24-07-19,2000,2500,2300
gujarat,ahmedabad,oniongreen,other,24-07-19,1500,3500,2600
gujarat,ahmedabad,papaya,other,24-07-19,800,1000,950
gujarat,ahmedabad,peaswet,other,24-07-19,8000,11000,9600
gujarat,ahmedabad,pointedgourd,other,24-07-19,1200,2500,1900
gujarat,ahmedabad,pumpkin,other,24-07-19,800,1200,1100
gujarat,ahmedabad,tinda,other,24-07-19,1500,2500,2100
gujarat,ahmedabad,tomato,other,24-07-19,2500,4000,3650
gujarat,ahmedabad,onion,local,24-07-19,900,1250,1125
gujarat,ahmedabad,onion,nasik,24-07-19,900,1400,1200
gujarat,ahmedabad,potato,chips,24-07-19,1500,1700,1650
gujarat,ahmedabad,potato,desi,24-07-19,250,600,475
gujarat,ahmedabad,apple,other,24-07-19,6500,9000,8800
gujarat,ahmedabad,banana,other,24-07-19,1200,1600,1500
gujarat,ahmedabad,chikoos,other,24-07-19,4000,4500,4300
gujarat,ahmedabad,mango,other,24-07-19,4000,5500,5000
gujarat,ahmedabad,mousambi,other,24-07-19,3500,4000,3800
gujarat,ahmedabad,papaya,other,24-07-19,1500,2000,1800
gujarat,ahmedabad,pineapple,other,24-07-19,3800,4200,4000
gujarat,ahmedabad,pomegranate,other,24-07-19,4000,6500,5300
gujarat,ahmedabad,apple,other,24-07-19,6500,9000,8800
gujarat,ahmedabad,banana,other,24-07-19,1200,1600,1500
gujarat,ahmedabad,chikoos,other,24-07-19,4000,4500,4300
gujarat,ahmedabad,mango,other,24-07-19,4000,5500,5000
gujarat,ahmedabad,mousambi,other,24-07-19,3500,4000,3800
gujarat,ahmedabad,papaya,other,24-07-19,1500,2000,1800
gujarat,ahmedabad,pineapple,other,24-07-19,3800,4200,4000
gujarat,ahmedabad,pomegranate,other,24-07-19,4000,6500,5300
gujarat,ahmedabad,amaranthus,other,24-07-19,1000,1200,1150
gujarat,ahmedabad,coriander,other,24-07-19,5000,6000,5600
gujarat,ahmedabad,methi,other,24-07-19,2000,3500,3000
gujarat,ahmedabad,mint,other,24-07-19,1500,2250,1950
gujarat,ahmedabad,raddish,other,24-07-19,1500,2000,1800
gujarat,ahmedabad,spinach,other,24-07-19,1000,2000,1600
gujarat,ahmedabad,castorseed,other,24-07-19,5325,5375,5350
gujarat,ahmedabad,cumminseed,other,24-07-19,14025,15925,14975
gujarat,amreli,arhar,hybrid,24-07-19,2500,4810,3250
gujarat,amreli,bajra,hybrid,24-07-19,2075,2300,2150
gujarat,amreli,bengalgram,other,24-07-19,3850,4225,4105
gujarat,amreli,blackgram,hybrid,24-07-19,5500,5665,5665
gujarat,amreli,castorseed,castorseed,24-07-19,5070,5270,5255
gujarat,amreli,cotton,other,24-07-19,5085,6195,5970
gujarat,amreli,cumminseed,cumminseed,24-07-19,14730,16000,15805
gujarat,amreli,groundnutseed,groundnutseed,24-07-19,4800,6960,5700
gujarat,amreli,groundnut,big,24-07-19,3025,4805,4165
gujarat,amreli,groundnut,groundnut,24-07-19,4450,6130,5735
gujarat,amreli,jowar,jowar,24-07-19,1905,3340,3125
gujarat,amreli,sesamum,black,24-07-19,8460,18180,17490
gujarat,amreli,sesamum,red,24-07-19,13720,13805,13805
gujarat,amreli,sesamum,white,24-07-19,7500,11450,10770
gujarat,amreli,wheat,lokwan,24-07-19,1995,2170,2065
gujarat,amreli,wheat,rajasthantukdi,24-07-19,1925,2215,2080
gujarat,amreli,cotton,other,24-07-19,5500,6000,5720
gujarat,amreli,ladiesfinger,bhindi,24-07-19,3300,4000,3600
gujarat,amreli,brinjal,other,24-07-19,1000,1200,1100
gujarat,amreli,capsicum,capsicum,24-07-19,2500,3500,3000
gujarat,amreli,guar,gwar,24-07-19,2700,3200,3000
gujarat,amreli,lemon,lemon,24-07-19,5000,6000,5500
gujarat,amreli,bajra,local,24-07-19,2045,2220,2133
gujarat,amreli,cotton,local,24-07-19,6125,6125,6125
gujarat,amreli,greengram,other,24-07-19,6210,6210,6210
gujarat,amreli,groundnut,local,24-07-19,4700,4700,4700
gujarat,amreli,jowar,local,24-07-19,2030,3115,2573
gujarat,amreli,kabulichana,kabul,24-07-19,4040,4040,4040
gujarat,amreli,maize,other,24-07-19,1955,2555,2255
gujarat,amreli,mustard,mustard,24-07-19,3765,3765,3765
gujarat,amreli,sesamum,black,24-07-19,15255,15255,15255
gujarat,amreli,sesamum,white,24-07-19,9550,9550,9550
gujarat,amreli,wheat,pissi,24-07-19,2040,2170,2105
gujarat,amreli,bajra,deshi,24-07-19,1750,2100,1925
gujarat,amreli,bengalgram,desi,24-07-19,3850,4400,4125
gujarat,amreli,castorseed,castorseed,24-07-19,4750,5100,4925
gujarat,amreli,cotton,narmabtcotton,24-07-19,6000,6255,6128
gujarat,amreli,cumminseed,cumminseed,24-07-19,14000,15920,14960
gujarat,amreli,greengram,green,24-07-19,5250,6125,5688
gujarat,amreli,groundnut,big,24-07-19,4900,5100,5000
gujarat,amreli,jowar,jowar,24-07-19,1750,2750,2250
gujarat,amreli,maize,hybrid,24-07-19,2050,2250,2150
gujarat,amreli,sesamum,black,24-07-19,15000,17375,16188
gujarat,amreli,sesamum,white,24-07-19,9750,10575,10163
gujarat,amreli,wheat,lokwan,24-07-19,1900,2175,2038
gujarat,anand,ladiesfinger,bhindi,24-07-19,750,1000,900
gujarat,anand,bottlegourd,bottlegourd,24-07-19,400,500,450
gujarat,anand,brinjal,brinjal,24-07-19,500,600,550
gujarat,anand,cabbage,cabbage,24-07-19,2250,2500,2300
gujarat,anand,cauliflower,cauliflower,24-07-19,1500,2000,1750
gujarat,anand,greenchilli,greenchilly,24-07-19,1750,2000,1900
gujarat,anand,onion,onion,24-07-19,900,1300,1200
gujarat,anand,potato,potato,24-07-19,500,750,600
gujarat,anand,tomato,other,24-07-19,4000,4500,4250
gujarat,anand,bajra,other,24-07-19,1650,1900,1900
gujarat,anand,wheat,other,24-07-19,1750,1825,1825
gujarat,anand,bajra,other,24-07-19,1980,2020,2000
gujarat,anand,paddy,paddy,24-07-19,1900,1940,1920
gujarat,anand,wheat,other,24-07-19,2000,2040,2020
gujarat,anand,ladiesfinger,other,24-07-19,1500,1800,1650
gujarat,anand,guar,other,24-07-19,2500,3500,3000
gujarat,anand,onion,other,24-07-19,1200,1600,1400
gujarat,anand,potato,other,24-07-19,600,800,700
gujarat,anand,tomato,other,24-07-19,4000,4300,4150
gujarat,anand,bajra,deshi,24-07-19,1700,2015,2005
gujarat,anand,castorseed,castorseed,24-07-19,5000,5200,5175
gujarat,anand,wheat,deshi,24-07-19,1750,2040,2020
gujarat,banaskanth,bajra,other,24-07-19,1775,1930,1850
gujarat,banaskanth,castorseed,other,24-07-19,5390,5390,5390
gujarat,banaskanth,wheat,other,24-07-19,1930,1965,1945
gujarat,banaskanth,bajra,other,24-07-19,1850,2030,1950
gujarat,banaskanth,castorseed,other,24-07-19,5360,5400,5375
gujarat,banaskanth,cumminseed,other,24-07-19,14755,15255,15000
gujarat,banaskanth,groundnut,other,24-07-19,3500,5455,5000
gujarat,banaskanth,guarseed,other,24-07-19,3875,3950,3920
gujarat,banaskanth,mustard,other,24-07-19,3400,3400,3400
gujarat,banaskanth,wheat,other,24-07-19,1870,1870,1870
gujarat,banaskanth,onion,other,24-07-19,1000,1500,1250
gujarat,banaskanth,potato,other,24-07-19,800,1000,900
gujarat,banaskanth,bajra,hybrid,24-07-19,1850,2250,2050
gujarat,banaskanth,castorseed,other,24-07-19,5255,5370,5312
gujarat,banaskanth,cumminseed,other,24-07-19,14980,14980,14980
gujarat,banaskanth,guarseed,other,24-07-19,3815,3915,3865
gujarat,banaskanth,isabgul,other,24-07-19,7750,7750,7750
gujarat,banaskanth,mustard,other,24-07-19,3155,3630,3392
gujarat,banaskanth,bajra,other,24-07-19,1825,1925,1875
gujarat,banaskanth,castorseed,other,24-07-19,5230,5390,5375
gujarat,banaskanth,guarseed,other,24-07-19,3825,3910,3875
gujarat,banaskanth,mustard,mustard,24-07-19,3450,3590,3520
gujarat,banaskanth,bajra,deshi,24-07-19,1825,2030,1927
gujarat,banaskanth,castorseed,castorseed,24-07-19,5350,5400,5375
gujarat,banaskanth,groundnut,groundnutseed,24-07-19,4500,5985,5242
gujarat,banaskanth,jowar,other,24-07-19,5005,5805,5405
gujarat,banaskanth,maize,deshired,24-07-19,2050,2060,2055
gujarat,banaskanth,mustard,mustard,24-07-19,3550,3585,3567
gujarat,banaskanth,rajgir,other,24-07-19,5755,6540,6147
gujarat,banaskanth,wheat,other,24-07-19,1950,2175,2062
gujarat,banaskanth,bajra,other,24-07-19,1850,2040,1945
gujarat,banaskanth,castorseed,other,24-07-19,5380,5440,5410
gujarat,banaskanth,cumminseed,other,24-07-19,13900,16125,15012
gujarat,banaskanth,guarseed,other,24-07-19,3850,3875,3862
gujarat,banaskanth,jowar,other,24-07-19,2500,3500,3000
gujarat,banaskanth,mustard,other,24-07-19,3395,3450,3422
gujarat,banaskanth,suva,other,24-07-19,5500,5850,5675
gujarat,banaskanth,wheat,other,24-07-19,1975,2070,2022
gujarat,banaskanth,bajra,other,24-07-19,1905,1965,1935
gujarat,banaskanth,castorseed,caster,24-07-19,5390,5405,5397
gujarat,banaskanth,jowar,annigeri,24-07-19,2800,3050,2925
gujarat,banaskanth,mustard,big100kg,24-07-19,3400,3435,3417
gujarat,banaskanth,wheat,other,24-07-19,1800,2055,1927
gujarat,banaskanth,bajra,deshi,24-07-19,1850,2040,1945
gujarat,banaskanth,castorseed,other,24-07-19,5350,5400,5375
gujarat,banaskanth,cumminseed,other,24-07-19,13750,15785,14765
gujarat,banaskanth,mustard,other,24-07-19,3525,3695,3610
gujarat,banaskanth,bajra,deshi,24-07-19,1950,2140,2045
gujarat,banaskanth,castorseed,other,24-07-19,5400,5450,5425
gujarat,banaskanth,mustard,other,24-07-19,3535,3685,3610
gujarat,banaskanth,bajra,hybrid,24-07-19,1800,2045,1922.5
gujarat,banaskanth,castorseed,other,24-07-19,5355,5360,5357.5
gujarat,banaskanth,groundnut,other,24-07-19,5370,5370,5370
gujarat,banaskanth,wheat,lokwangujrat,24-07-19,1935,2400,2167.5
gujarat,bharuch,ladiesfinger,bhindi,24-07-19,650,1100,925
gujarat,bharuch,bittergourd,bittergourd,24-07-19,2225,3125,2900
gujarat,bharuch,bottlegourd,bottlegourd,24-07-19,825,1675,1450
gujarat,bharuch,brinjal,brinjal,24-07-19,875,2000,1725
gujarat,bharuch,cabbage,cabbage,24-07-19,2225,3125,2900
gujarat,bharuch,capsicum,capsicum,24-07-19,2225,3125,2900
gujarat,bharuch,carrot,carrot,24-07-19,2225,3125,2900
gujarat,bharuch,cauliflower,cauliflower,24-07-19,2750,5450,4750
gujarat,bharuch,coriander,coriander,24-07-19,6150,12250,10000
gujarat,bharuch,cowpea,cowpea,24-07-19,1850,3650,3000
gujarat,bharuch,cucumbar,cucumbar,24-07-19,1100,1500,1325
gujarat,bharuch,drumstick,drumstick,24-07-19,4250,5375,5150
gujarat,bharuch,ginger,greenginger,24-07-19,6350,8550,8150
gujarat,bharuch,greenchilli,greenchilly,24-07-19,2225,3350,3125
gujarat,bharuch,guar,gwar,24-07-19,1950,3550,3150
gujarat,bharuch,indianbeans,indianbeans,24-07-19,2450,3125,2900
gujarat,bharuch,kartali,kartali,24-07-19,8000,12000,10250
gujarat,bharuch,lemon,lemon,24-07-19,2150,2600,2375
gujarat,bharuch,methi,methi,24-07-19,4350,5250,5000
gujarat,bharuch,oniongreen,oniongreen,24-07-19,4425,5550,5150
gujarat,bharuch,pointedgourd,pointedgourd,24-07-19,1325,2225,2000
gujarat,bharuch,ridgeguard,ridgeguard,24-07-19,3750,4425,4200
gujarat,bharuch,spongegourd,spongegourd,24-07-19,825,1675,1500
gujarat,bharuch,suratbeans,suratbeans,24-07-19,2450,2900,2675
gujarat,bharuch,tomato,tomato,24-07-19,2150,3750,3300
gujarat,bharuch,arhar,other,24-07-19,4600,4800,4700
gujarat,bharuch,bajra,other,24-07-19,1700,1900,1800
gujarat,bharuch,castorseed,other,24-07-19,4100,4500,4300
gujarat,bharuch,cotton,other,24-07-19,4400,4800,4600
gujarat,bharuch,jowar,other,24-07-19,1600,2000,1800
gujarat,bharuch,maize,other,24-07-19,1500,1700,1600
gujarat,bharuch,rice,other,24-07-19,2700,3300,3000
gujarat,bharuch,wheat,other,24-07-19,1800,2000,1900
gujarat,bharuch,arhar,other,24-07-19,4300,4700,4500
gujarat,bharuch,bajra,other,24-07-19,1600,2000,1800
gujarat,bharuch,castorseed,other,24-07-19,4000,4400,4200
gujarat,bharuch,cotton,other,24-07-19,4600,5000,4800
gujarat,bharuch,jowar,other,24-07-19,1700,2100,1900
gujarat,bharuch,maize,other,24-07-19,1450,1650,1550
gujarat,bharuch,rice,other,24-07-19,2600,3200,2900
gujarat,bhavnagar,bajra,hybrid,24-07-19,1850,2230,2000
gujarat,bhavnagar,groundnut,bold,24-07-19,4555,5110,5000
gujarat,bhavnagar,groundnut,g20,24-07-19,4760,5180,5000
gujarat,bhavnagar,jowar,other,24-07-19,2290,3750,3250
gujarat,bhavnagar,onion,red,24-07-19,255,1440,1000
gujarat,botad,arhar,other,24-07-19,4080,4705,4395
gujarat,botad,bajra,other,24-07-19,1905,1955,1930
